Code Résidence ACM,Nom Résidence,Rue,Code postal,Ville,AdresseComplète,Longitude,Latitude,Zone_Sensible,Secteur,Date de Construction,Prochaine Rénovation,Date d'Acquisition,Nbre,<18,18-24,25-49,50-64,65-74,>=75
1072,EASY LIFE,65 AVENUE DES PRES D'ARENES,34000,MONTPELLIER,1072 EASYLIFE 65AVENUEDESPRESDARENES 34000 MONTPELLIER,3.878816,43.595232,Hors QPV,Secteur Gare,20170712,20570712,20170712,1,8,2,7,1,0,13
1074,PRE AUX CLERCS,721 RUE DU PRE AUX CLERCS,34090,MONTPELLIER,1074 PREAUXCLERCS 721RUEDUPREAUXCLERCS 34090 MONTPELLIER,3.873792409,43.62464904,Hors QPV,Secteur Vert Bois,19810101,20210101,20151201,1,71,15,70,23,9,0
1075,240 AVENUE DE LODEVE,240 AVENUE DE LODEVE,34080,MONTPELLIER,1075 240AVENUEDELODEVE 240AVENUEDELODEVE 34080 MONTPELLIER,3.83168,43.61532,Hors QPV,Secteur Villon,19890915,20290915,20150801,1,0,0,0,0,0,2
1076,FRANCOIS VILLON,240 AVENUE DE LODEVE,34080,MONTPELLIER,1076 FRANCOISVILLON 240AVENUEDELODEVE 34080 MONTPELLIER,,,Hors QPV,Secteur Villon,19890915,20290915,20150801,1,,,,,,
1077,LES CLAUZADES,IMPASSE DES ABRICOTIERS,34400,LUNEL,1077 LESCLAUZADES IMPASSEDESABRICOTIERS 34400 LUNEL,4.1459806,43.6775472,Hors QPV,Secteur Lunel,19980622,20380622,20160101,1,19,12,13,26,6,3
1078,ORIGAMI,448 RUE DE LA MADELEINE,34070,MONTPELLIER,1078 ORIGAMI 448RUEDELAMADELEINE 34070 MONTPELLIER,3.860686,43.581791,Hors QPV,Secteur Grisettes,20180727,20580727,20180727,1,23,4,21,4,3,2
1079,JARDINS DE BOHEME,20-60 ALLEE LEONIE BRAS,34070,MONTPELLIER,1079 JARDINSDEBOHEME 2060ALLEELEONIEBRAS 34070 MONTPELLIER,3.8596709,43.5896325,Hors QPV,Secteur Croix d'argent,20201021,20601021,20201021,1,43,5,44,8,3,0
1081,JARDINS DE LA ROUVIERE,RUE DU BRUCQ,34430,ST JEAN DE VEDAS,1081 JARDINSDELAROUVIERE RUEDUBRUCQ 34430 STJEANDEVEDAS,3.833515799,43.56578619,Hors QPV,Secteur Agglomération,20170928,20570928,20170928,1,27,3,19,0,0,4
1082,LE TECH DE MASSANE,631 AVENUE DU COMTE DE NICE,34080,MONTPELLIER,1082 LETECHDEMASSANE 631AVENUEDUCOMTEDENICE 34080 MONTPELLIER,3.812612,43.641275,QPV,Secteur Belvedère,20200708,20600708,20200708,1,48,11,53,18,17,9
1084,ZEPHYR,571 AVENUE DU COMTE DE NICE,34080,MONTPELLIER,1084 ZEPHYR 571AVENUEDUCOMTEDENICE 34080 MONTPELLIER,3.8125097,43.6414663,QPV,Secteur Belvedère,20200630,20600630,20200630,1,15,3,18,7,4,4
1086,THERESE CLERC,260 RUE JACQUES FOUROUX,34070,MONTPELLIER,1086 THERESECLERC 260RUEJACQUESFOUROUX 34070 MONTPELLIER,3.8523833,43.5901701,Hors QPV,Secteur Ovalie,20210607,20610607,20210607,1,48,15,51,11,7,2
1087,LES NENUPHARS,71 RUE DES NENUPHARS,34400,LUNEL,1087 LESNENUPHARS 71RUEDESNENUPHARS 34400 LUNEL,4.137987,43.6777582,QPV,Secteur Lunel,20000208,20400208,20160601,1,0,0,2,5,2,0
1088,LE FRIGOULET,100 Rue de la Billiere,34660,COURNONSEC,1088 LEFRIGOULET 100RUEDELABILLIERE 34660 COURNONSEC,,,Hors QPV,PSLA et ventes,20190215,20590215,20190215,1,0,0,0,0,0,1
1091,OPALINE,28 Avenue Roger couderc,34070,MONTPELLIER,1091 OPALINE 28AVENUEROGERCOUDERC 34070 MONTPELLIER,3.853720000,43.5905,Hors QPV,Secteur Ovalie,20191205,20591205,20191205,1,18,5,17,4,3,0
1092,HUBERTINE AUCLERT,38 RUE LAURENT FRANCOIS,34070,MONTPELLIER,1092 HUBERTINEAUCLERT 38RUELAURENTFRANCOIS 34070 MONTPELLIER,3.859869,43.600827,Hors QPV,Secteur Gely,20191018,20591018,20191018,1,24,7,21,9,2,0
1093,CLOS STE MARGUERITE,819 Rue de l'Aiguelongue,34090,MONTPELLIER,1093 CLOSSTEMARGUERITE 819RUEDELAIGUELONGUE 34090 MONTPELLIER,3.878132000,43.6352144,Hors QPV,Secteur Aiguelongue,20180630,20580630,20180630,1,6,1,2,4,0,2
1094,COPPELIA,229 RUE GEORGES SEGUY,34080,MONTPELLIER,1094 COPPELIA 229RUEGEORGESSEGUY 34080 MONTPELLIER,3.826531,43.6184465,Hors QPV,Secteur Celleneuve,20201217,20601217,20201217,1,25,7,23,9,5,1
1097,LE HAKA,1151 RUE DU PASSAGE DU LOUP,34070,MONTPELLIER,1097 LEHAKA 1151RUEDUPASSAGEDULOUP 34070 MONTPELLIER,3.842162,43.592287,Hors QPV,Secteur Val De Croze,20191218,20591218,20191218,1,19,4,20,4,3,0
1098,SIMONE VEIL,598 AVENUE GEORGES FRECHE,34160,CASTRIES,1098 SIMONEVEIL 598AVENUEGEORGESFRECHE 34160 CASTRIES,3.985979,43.6694147,Hors QPV,Secteur Agglomération,20201210,20601210,20201210,1,19,4,13,4,2,0
1099,O'ROCH,1 RUE IRENE JOLIOT-CURIE,34000,MONTPELLIER,1099 OROCH 1RUEIRENEJOLIOTCURIE 34000 MONTPELLIER,3.8757902,43.6024113,Hors QPV,Secteur Gare,20220517,20620517,20220517,1,5,0,5,1,1,0
1101,HYGIE,1008 Rue de la Croix Verte,34090,MONTPELLIER,1101 HYGIE 1008RUEDELACROIXVERTE 34090 MONTPELLIER,3.842412,43.643411,Hors QPV,Secteur Bastide,20190517,20590517,20190517,1,39,6,31,11,1,3
1102,VIA PROPOLIS,ALLEE DE LA LYRE,34660,COURNONTERRAL,1102 VIAPROPOLIS ALLEEDELALYRELESJARDINSDHELIOS 34660 COURNONTERRAL,3.72878,43.5659,Hors QPV,Secteur Agglomération,20200420,20600420,20200420,1,24,9,30,7,2,2
1103,JOÏA,8 BIS RUE BEAU SEJOUR,34090,MONTPELLIER,1103 JOIA 8BISRUEBEAUSEJOUR 34090 MONTPELLIER,3.8840087,43.6195162,Hors QPV,Secteur Beaux Arts,20210929,20610929,20210929,1,16,1,11,4,4,2
1107,EDEN ROCH,120 RUE CATALAN,34000,MONTPELLIER,1107 EDENROCH 120RUECATALAN 34000 MONTPELLIER,3.876139879,43.60318756,Hors QPV,Secteur Gare,20211210,20611210,20211210,1,23,12,24,11,2,1
1108,GARDEN BERTHELOT,8 BOULEVARD BERTHELOT,34000,MONTPELLIER,1108 GARDENBERTHELOT 8BOULEVARDBERTHELOT 34000 MONTPELLIER,3.870677500,43.60048679,Hors QPV,Secteur Gare,20190716,20590716,20190716,1,0,0,1,2,7,0
1109,ARETHA FRANKLIN,2 avenue du castelet,34830,CLAPIERS,1109 ARETHAFRANKLIN 2AVENUEDUCASTELET 34830 CLAPIERS,3.889170000,43.6583,Hors QPV,Secteur Agglomération,20191213,20591213,20191213,1,13,2,16,4,2,2
1110,KAILAO,19 RUE DES WALLABIES,34070,MONTPELLIER,1110 KAILAO 19RUEDESWALLABIES 34070 MONTPELLIER,3.8477599,43.5902644,Hors QPV,Secteur Ovalie,20210517,20610517,20210517,1,24,8,27,11,0,0
1111,CAMPUS EMMA,473 Avenue du Major Flandre,34090,MONTPELLIER,1111 CAMPUSEMMA 473AVENUEDUMAJORFLANDRE 34090 MONTPELLIER,3.8706214,43.62938,Hors QPV,Secteur Vert Bois,20200311,20600311,20200311,1,0,3,5,1,0,0
1112,L'INTERVALLE,168 AV DU MONDIAL DE RUGBY 2007,34070,MONTPELLIER,1112 LINTERVALLE 168AVDUMONDIALDERUGBY2007 34070 MONTPELLIER,3.8517802,43.5887817,Hors QPV,Secteur Ovalie,20210430,20610430,20210430,1,31,7,29,3,1,1
1113,EKLA,140 RUE YVES BONNEFOY,34000,MONTPELLIER,1113 EKLA 140RUEYVESBONNEFOY 34000 MONTPELLIER,3.9104954,43.6032541,Hors QPV,Secteur Millénaire,20210621,20610621,20210621,1,34,10,31,10,4,1
1114,HARMONIA VERDE,2805 avenue etienne mehul,34070,MONTPELLIER,1114 HARMONIAVERDE 2805AVENUEETIENNEMEHUL 34070 MONTPELLIER,3.8599718,43.5783842,Hors QPV,Secteur Grisettes,20210304,20610304,20210304,1,24,6,35,8,2,0
1115,LORCAEE,675 RUE DE SAINT-HILAIRE,34000,MONTPELLIER,1115 LORCAEE 675RUEDESAINTHILAIRE 34000 MONTPELLIER,3.8916214,43.5915098,Hors QPV,Secteur Près d'arènes,20210219,20610219,20210219,1,5,2,3,2,0,0
1116,ÜNIVERSE,2 RUE DES CAMPANULES,34070,MONTPELLIER,1116 UNIVERSE 2RUEDESCAMPANULES 34070 MONTPELLIER,3.88029,43.5939815,Hors QPV,Secteur Gare,20221124,20621124,20221124,1,5,4,3,4,2,0
1117,INFINITE,359 AVENUE DES PRES D'ARENES,34000,MONTPELLIER,1117 INFINITE 359AVENUEDESPRESDARENES 34000 MONTPELLIER,3.8796373,43.5932703,Hors QPV,Secteur Gare,20210331,20610331,20210331,1,4,1,7,5,0,0
1121,LES IMPRESSIONNISTES,1640 BOULEVARD DE LA LIBERTE,34830,CLAPIERS,1121 LESIMPRESSIONNISTES 1640BOULEVARDDELALIBERTE 34830 CLAPIERS,3.899629831,43.65952682,Hors QPV,Secteur Agglomération,20210709,20610709,20210709,1,11,5,11,4,1,7
1122,NEO,273 RUE DE L'AGATHOIS,34080,MONTPELLIER,1122 NEO 273RUEDELAGATHOIS 34080 MONTPELLIER,3.8248036,43.6331391,Hors QPV,Secteur Gémeaux,20210622,20610622,20210622,1,10,7,13,4,14,1
1123,OAKY,7 RUE GRATIEN BOYER,34430,ST JEAN DE VEDAS,1123 OAKY 7RUEGRATIENBOYER 34430 STJEANDEVEDAS,3.827447,43.574464,Hors QPV,Secteur Agglomération,20200930,20600930,20200930,1,16,5,18,4,0,0
1124,HOME INSIDE,1087 AVENUE DE LA JUSTICE,34090,MONTPELLIER,1124 HOMEINSIDE 1087AVENUEDELAJUSTICEDECASTELNAU 34090 MONTPELLIER,3.88308,43.6265,Hors QPV,Secteur Aiguelongue,20191220,20591220,20191220,1,5,3,4,3,0,0
1125,VIA CEDRA,557 RUE DU PAS DU LOUP,34070,MONTPELLIER,1125 VIACEDRA 557RUEDUPASDULOUP 34070 MONTPELLIER,3.846202,43.596872,Hors QPV,Secteur Pas du Loup,20211125,20611125,20211125,1,15,3,8,1,0,0
1129,SALAMMBÔ,401 RUE GUSTAVE FLAUBERT,34070,MONTPELLIER,1129 SALAMMBO 401RUEGUSTAVEFLAUBERT 34070 MONTPELLIER,3.846637011,43.59401321,Hors QPV,Secteur Val De Croze,20220926,20620926,20220926,1,10,0,6,0,0,0
1131,PARC DU POETE,1899 AV VILLENEUVE D'ANGOULEME,34070,MONTPELLIER,1131 PARCDUPOETE 1899AVVILLENEUVEDANGOULEME 34070 MONTPELLIER,3.8622484,43.5856796,Hors QPV,Secteur Croix d'argent,20220712,20620712,20220712,1,8,2,6,0,0,0
1132,LES JARDINS D'EDEN,11 rue des coteaux,34430,ST JEAN DE VEDAS,1132 LESJARDINSDEDEN 11RUEDESCOTEAUX 34430 STJEANDEVEDAS,3.8365633,43.5772303,Hors QPV,Secteur Agglomération,20200721,20600721,20200721,1,10,1,7,1,0,0
1135,SKY LODGE,636 RUE GEORGES DENIZOT,34090,MONTPELLIER,1135 SKYLODGE 636RUEGEORGESDENIZOT 34090 MONTPELLIER,3.842295885,43.64199066,Hors QPV,Secteur Bastide,20211215,20611215,20211215,1,11,0,11,1,0,0
1136,ART CAMPUS,235 AVENUE PAUL BRINGUIER,34080,MONTPELLIER,1136 ARTCAMPUS 235AVENUEPAULBRINGUIER 34080 MONTPELLIER,3.8396792,43.6145601,Hors QPV,Secteur Celleneuve,20201204,20601204,20201204,1,6,0,6,2,0,0
1138,LES CYPRES,155 RUE BERNARD BLIER,34070,MONTPELLIER,1138 LESCYPRES 155RUEBERNARDBLIER 34070 MONTPELLIER,3.861784,43.5875079,Hors QPV,Secteur Croix d'argent,20210318,20610318,20210318,1,12,1,5,5,0,0
1143,KAELIS,206 RUE DU TRIOLET,34090,MONTPELLIER,1143 KAELIS 206RUEDUTRIOLET 34090 MONTPELLIER,3.8618887,43.6280646,Hors QPV,Secteur Aiguelongue,20220721,20620721,20220721,1,0,0,0,0,0,0
1149,L'APOTHICAIRE,868 ROUTE DE GANGES,34090,MONTPELLIER,1149 LAPOTHICAIRE 868ROUTEDEGANGES 34090 MONTPELLIER,3.8508218,43.6334456,Hors QPV,Secteur Bastide,20210730,20610730,20210730,1,3,2,4,3,0,0
1168,6 RUE DES TOURTERELLES,6 RUE DES TOURTERELLES,34090,MONTPELLIER,1168 6RUEDESTOURTERELLES 6RUEDESTOURTERELLES 34090 MONTPELLIER,3.8798288,43.6271926,QPV,Secteur Aiguelongue,20100101,20500101,20210330,1,0,0,0,0,0,0
1171,STUDENT FACTORY,277 AVENUE DES PRES D'ARENES,34070,MONTPELLIER,1171 STUDENTFACTORY 277AVENUEDESPRESDARENES 34070 MONTPELLIER,3.879892587,43.59259414,Hors QPV,Secteur Villon,20220731,20620731,20220731,1,0,0,0,0,0,0
1177,571 ROUTE DE MENDE,571 ROUTE DE MENDE,34090,MONTPELLIER,1177 571ROUTEDEMENDE 571ROUTEDEMENDE 34090 MONTPELLIER,3.8693025,43.6276277,Hors QPV,Secteur Vert Bois,20090701,20490701,20210927,1,0,0,2,0,1,0
1179,LE DON BOSCO,65 ALLEE DE L'ATTIQUE,34000,MONTPELLIER,1179 LEDONBOSCO 65ALLEEDELATTIQUE 34000 MONTPELLIER,3.890007257,43.60753250,Hors QPV,Secteur Antigone,19800101,20200101,20220328,1,0,0,0,0,0,0
1180,LES DEUX PONTS,3 RUE DES DEUX PONTS,34000,MONTPELLIER,1180 LESDEUXPONTS 3RUEDESDEUXPONTS 34000 MONTPELLIER,3.8821758,43.6050171,Hors QPV,Secteur Gare,19000101,19400101,20210927,1,0,0,0,0,0,0
1181,BOYER,8 RUE BOYER,34000,MONTPELLIER,1181 BOYER 8RUEBOYER 34000 MONTPELLIER,3.8796593,43.6029182,Hors QPV,Secteur Gare,19000101,19400101,20210930,1,0,0,0,1,0,0
1182,L'OREE DU BOIS,139 avenue d'occitanie,34090,MONTPELLIER,1182 LOREEDUBOIS 139AVENUEDOCCITANIE 34090 MONTPELLIER,3.8514337,43.6350441,Hors QPV,Secteur Bastide,19700101,20100101,20220303,1,0,0,0,0,0,66
1451,LA ROQUETTE,RUE LA ROQUETTE,34400,LUNEL,1451 LAROQUETTERUELAROQUETTE 34400 LUNEL,4.139051,43.671318,QPV,Secteur Lunel,19690501,20090501,20090101,1,231,74,196,156,70,25
1452,L'ABRIVADO,rue mario roustan,34400,LUNEL,1452 LABRIVADORUEMARIOROUSTAN 34400 LUNEL,4.126948,43.670284,QPV,Secteur Lunel,19801001,20201001,20090101,1,105,51,106,69,35,6
1454,LE CHAPEAU ROSE,RUE JULES ISAAC,34000,MONTPELLIER,1454 LECHAPEAUROSERUEJULESISAAC 34000 MONTPELLIER,3.898679,43.621216,Hors QPV,Secteur Pompignane,19830501,20230501,20090101,1,9,10,15,13,3,4
1455,LES PASTOURELLES,RUE DE SALAISONS,34000,MONTPELLIER,1455 LESPASTOURELLESRUEDESALAISONS 34000 MONTPELLIER,3.900682,43.621204,Hors QPV,Secteur Pompignane,19830501,20230501,20090101,1,24,11,18,10,11,4
1456,LES COSTIERES,AV DU DEVOIS,34170,CASTELNAU LE LEZ,1456 LESCOSTIERESAVDUDEVOIS 34170 CASTELNAULELEZ,3.923311,43.640591,Hors QPV,Secteur Agglomération,19831001,20231001,20090101,1,20,7,12,20,5,5
1458,LES SABLONS,RUE JULES ISSAC,34000,MONTPELLIER,1458 LESSABLONSRUEJULESISSAC 34000 MONTPELLIER,3.899307,43.621639,Hors QPV,Secteur Pompignane,19831201,20231201,20090101,1,45,12,48,21,9,7
1459,LES METAIRIES,RUE ST HILAIRE,34070,MONTPELLIER,1459 LESMETAIRIESRUESTHILAIRE 34070 MONTPELLIER,3.896437,43.593082,Hors QPV,Secteur Près d'arènes,19840401,20240401,20090101,1,49,28,43,28,16,39
1460,LE NOMBRE D'OR,PLACE DU NOMBRE D'OR,34000,MONTPELLIER,1460 LENOMBREDORPLACEDUNOMBREDOR 34000 MONTPELLIER,3.887615,43.608208,Hors QPV,Secteur Antigone,19840101,20240101,20090101,1,108,55,112,108,59,4
1461,LE RICHEMONT 1,Ave Villeneuve D'Angouleme,34070,MONTPELLIER,1461 LERICHEMONT1AVEVILLENEUVEDANGOULEME 34070 MONTPELLIER,3.866383,43.589176,Hors QPV,Secteur Croix d'argent,19841201,20241201,20090101,1,26,12,30,24,6,8
1462,TOURNEZY I,PLACE DE TIBERIADE,34000,MONTPELLIER,1462 TOURNEZYIPLACEDETIBERIADE 34000 MONTPELLIER,3.877428,43.581642,QPV,Secteur Tournezy,19850601,20250601,20090101,1,33,8,37,20,12,3
1463,BIOCLIMATIQUE,Rue de sicile,34000,MONTPELLIER,1463 BIOCLIMATIQUERUEDESICILE 34000 MONTPELLIER,3.813409,43.634987,QPV,Secteur Gênes,19860201,20260201,20090101,1,19,9,19,15,4,2
1464,LE RENAISSANCE,rue ADOLPHE MION,34000,MONTPELLIER,1464 LERENAISSANCERUEADOLPHEMION 34000 MONTPELLIER,3.88168038,43.60136856,Hors QPV,Secteur Gare,19860701,20260701,20090101,1,12,4,12,10,4,8
1465,RICHEMONT II,Ave Villeneuve D'Angouleme,34070,MONTPELLIER,1465 RICHEMONTIIAVEVILLENEUVEDANGOULEME 34070 MONTPELLIER,3.866458,43.588421,Hors QPV,Secteur Croix d'argent,19860615,20260615,20090101,1,50,18,45,38,15,0
1466,VILLA CARRIERA,Rue DES SEYCHELLES,34000,MONTPELLIER,1466 VILLACARRIERARUEDESSEYCHELLES 34000 MONTPELLIER,3.814863,43.642029,QPV,Secteur Gênes,19890101,20290101,20090101,1,17,4,11,7,3,2
1467,TERRASSES DE LA RAUZE,RUE DE ST HILAIRE,34000,MONTPELLIER,1467 TERRASSESDELARAUZERUEDESTHILAIRE 34000 MONTPELLIER,3.894654,43.592796,Hors QPV,Secteur Près d'arènes,19871001,20271001,20090101,1,20,7,17,14,13,1
1468,LA SOURCE,PLAN DU CLAPAS,34830,CLAPIERS,1468 LASOURCEPLANDUCLAPAS 34830 CLAPIERS,3.880716,43.657681,Hors QPV,Secteur Agglomération,19880401,20280401,20090101,1,0,3,7,11,6,1
1469,TOURNEZY 2,Rue Nelson Mandela,34070,MONTPELLIER,1469 TOURNEZY2RUENELSONMANDELA 34070 MONTPELLIER,3.878402,43.581352,QPV,Secteur Tournezy,19880515,20280515,20090101,1,14,10,22,20,4,5
1481,POINT ARGENT,RUE JACQUES BOUNIN,34070,MONTPELLIER,1481 POINTARGENT RUEJACQUESBOUNIN 34070 MONTPELLIER,3.863089,43.589031,Hors QPV,Secteur Croix d'argent,19890101,20290101,20090101,1,31,13,35,27,11,1
1482,LES MAGNOLIAS,RUE JACQUES BOUNIN,34070,MONTPELLIER,1482 LESMAGNOLIASRUEJACQUESBOUNIN 34070 MONTPELLIER,3.862775,43.589699,Hors QPV,Secteur Croix d'argent,19890101,20290101,19900201,1,9,7,16,19,4,2
1483,LE MAS DES PRUNETTES,RUE ABBE BREUIL,34070,MONTPELLIER,1483 LEMASDESPRUNETTESRUEABBEBREUIL 34070 MONTPELLIER,3.833586,43.598869,Hors QPV,Secteur Pas du Loup,19910814,20310814,20090101,1,23,9,18,16,1,0
1485,FREDERIC BAZILLE,RUE CLAUDE MONET,34090,MONTPELLIER,1485 FREDERICBAZILLERUECLAUDEMONET 34090 MONTPELLIER,3.889042,43.633373,Hors QPV,PSLA et ventes,19930701,20330701,20090101,1,,,,,,
1486,LE CHATEAU,RUE NORBERT CASTERET,34070,MONTPELLIER,1486 LECHATEAURUENORBERTCASTERET 34070 MONTPELLIER,3.833137,43.598061,Hors QPV,Secteur Pas du Loup,19920901,20320901,20090101,1,6,2,10,14,3,6
1488,PORTES DE PUITS DE GAUD,RUE PUITS DE GAUD,34430,ST JEAN DE VEDAS,1488 PORTESDEPUITSDEGAUDRUEPUITSDEGAUD 34430 STJEANDEVEDAS,3.824778,43.575352,Hors QPV,Secteur Agglomération,19940201,20340201,20090101,1,6,9,10,13,4,1
1489,LA FALUCHE 1,RUE BRUMAIRE,34000,MONTPELLIER,1489 LAFALUCHE1RUEBRUMAIRE 34000 MONTPELLIER,3.898408,43.602711,Hors QPV,Secteur Le Damier,19960301,20360301,20090101,1,24,7,27,22,10,3
1490,LE JARDIN DE L'ORTET,RUE FON DE HOPITAL,34430,ST JEAN DE VEDAS,1490 LEJARDINDELORTETRUEFONDEHOPITAL 34430 STJEANDEVEDAS,3.829232,43.577404,Hors QPV,Secteur Agglomération,19940701,20340701,20090101,1,4,3,5,5,3,0
1491,FREDERIC BAZILLE II,RUE CLAUDE MONET,34090,MONTPELLIER,1491 FREDERICBAZILLEIIRUECLAUDEMONET 34090 MONTPELLIER,3.889567,43.632557,Hors QPV,Secteur Aiguelongue,19941001,20341001,20090101,1,0,1,6,7,0,1
1492,LE LORRAIN,rue DES ABEILLES,34090,MONTPELLIER,1492 LELORRAIN RUEDESABEILLES 34090 MONTPELLIER,3.874826,43.619511,Hors QPV,Secteur Beaux Arts,19941215,20341215,20090101,1,7,6,15,17,5,5
1493,SIMON VOUET,rue DES ABEILLES,34090,MONTPELLIER,1493 SIMONVOUET RUEDESABEILLES 34090 MONTPELLIER,3.874307,43.619144,Hors QPV,Secteur Beaux Arts,19960701,20360701,20090101,1,7,2,12,10,8,1
1494,PHILIPPE DE CHAMPAIGNE,rue DES ABEILLES,34090,MONTPELLIER,1494 PHILIPPEDECHAMPAIGNE RUEDESABEILLES 34090 MONTPELLIER,3.874077,43.619347,Hors QPV,Secteur Beaux Arts,19951101,20351101,20090101,1,6,11,17,14,2,4
1496,LA FALUCHE 2,Rue FRIMAIRE,34000,MONTPELLIER,1496 LAFALUCHE2RUEFRIMAIRE 34000 MONTPELLIER,3.898377,43.60297,Hors QPV,Secteur Le Damier,19960401,20360401,20090101,1,4,5,6,9,6,4
1497,JEAN DE LA FONTAINE,RUE PAS DU LOUP,34070,MONTPELLIER,1497 JEANDELAFONTAINERUEPASDULOUP 34070 MONTPELLIER,3.845585,43.596962,QPV,Secteur Pas du Loup,19970101,20370101,20090101,1,4,8,8,11,7,1
1500,CHARLES PERRAULT,Rue FELIX EBOUE,34070,MONTPELLIER,1500 CHARLESPERRAULTRUEFELIXEBOUE 34070 MONTPELLIER,3.84596,43.596703,QPV,Secteur Pas du Loup,19980715,20380715,20090101,1,5,0,4,4,0,0
1506,VAL DE CROZE,RUE DU PALAIS D'ETE,34070,MONTPELLIER,1506 VALDECROZERUEDUPALAISDETE 34070 MONTPELLIER,3.842597,43.593014,Hors QPV,Secteur Val De Croze,19990616,20390616,20090101,1,2,1,1,0,0,3
1507,LES JARDINS DE TIBERIADE,Place DE BYBLOS,34000,MONTPELLIER,1507 LESJARDINSDETIBERIADEPLACEDEBYBLOS 34000 MONTPELLIER,3.881846,43.625256,Hors QPV,Secteur Aiguelongue,20000901,20400901,20090101,1,9,9,16,22,3,5
1508,TERRASSES DES PINS 1,ROUTE DE LODEVE,34080,MONTPELLIER,1508 TERRASSESDESPINS1ROUTEDELODEVE 34080 MONTPELLIER,3.823923,43.61525,Hors QPV,Secteur Celleneuve,20010701,20410701,20090101,1,11,0,9,4,2,0
1509,TERRASSES DES PINS 2,ROUTE DE LODEVE,34080,MONTPELLIER,1509 TERRASSESDESPINS2ROUTEDELODEVE 34080 MONTPELLIER,3.823636,43.615471,Hors QPV,Secteur Celleneuve,20000901,20400901,20090101,1,10,3,10,5,4,1
1512,LA PORTALIERE,Rue JEANNE DEMESSIEUX,34000,MONTPELLIER,1512 LAPORTALIERERUEJEANNEDEMESSIEUX 34000 MONTPELLIER,3.86626628,43.6172314,Hors QPV,Secteur Astruc,20030101,20430101,20090101,1,8,1,11,5,2,0
1513,LES MIRABELLES,Rue Pierre Saint Martin,34000,MONTPELLIER,1513 LESMIRABELLESRUEPIERRESAINTMARTIN 34000 MONTPELLIER,3.833284,43.597736,Hors QPV,Secteur Pas du Loup,20030515,20430515,20090101,1,0,1,0,2,0,6
1514,LE FLORES,Rue Antoine VALLOT,34000,MONTPELLIER,1514 LEFLORESRUEANTOINEVALLOT 34000 MONTPELLIER,3.881564,43.591278,Hors QPV,Secteur Près d'arènes,20040601,20440601,20090101,1,30,17,31,27,12,8
1517,LES PICHOLINES,RUE PHILIPPE CASTAN,34090,MONTPELLIER,1517 LESPICHOLINESRUEPHILIPPECASTAN 34090 MONTPELLIER,3.887551,43.626789,Hors QPV,Secteur Aiguelongue,20050727,20450727,20090101,1,21,8,28,23,15,7
1518,PIER LUIGI NERVI,RUE LE GRECO,34070,MONTPELLIER,1518 PIERLUIGINERVIRUELEGRECO 34070 MONTPELLIER,3.883934,43.588467,QPV,Secteur Tournezy,20061101,20461101,20090101,1,16,5,13,7,3,3
1519,JOSEPH LAMBOT,RUE LE GRECO,34070,MONTPELLIER,1519 JOSEPHLAMBOTRUELEGRECO 34070 MONTPELLIER,3.884233,43.588871,QPV,Secteur Tournezy,20070201,20470201,20090101,1,17,6,20,9,5,6
1523,ARTHUR YOUNG,RUE DES ARAUCARIAS,34080,MONTPELLIER,1523 ARTHURYOUNGRUEDESARAUCARIAS 34080 MONTPELLIER,3.838515,43.615292,QPV,Secteur Celleneuve,20080601,20480601,20090101,1,34,26,26,22,19,
